id	SRA_id	BioProjectAccession	BioSampleAccession	ExperimentAccession	RunAccession	SampleAccession	ExperimentName	ExperimentStatus	ExperimentVersion	IsPublic	SampleName	StaticDataAvailable	StudyAcc	StudName	Title	OrganismName	OrganismTaxID	ClusterName	InstrumentModel	LibraryName	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Platform	TotalBases	TotalSize	TotalSpots	TotalRuns	CreateDate	UpdateDate	CenterName	ContactName	LabName	SubmitterAccession
161	2613616	PRJEB13664	SAMEA3937655	ERX1439997	ERR1368871	ERS1124789	NextSeq 500 paired end sequencing	public	1	true		None	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_c	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	0	0	0	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
162	2613615	PRJEB13664	SAMEA3937655	ERX1439996	ERR1368870	ERS1124789	NextSeq 500 paired end sequencing	public	1	true		None	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_c	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	0	0	0	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
163	2613614	PRJEB13664	SAMEA3937655	ERX1439995	ERR1368869	ERS1124789	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	Ellwangen549_O_c	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	11507165000	5677972709	46028660	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
164	2613613	PRJEB13664	SAMEA3937654	ERX1439994	ERR1368868	ERS1124788	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	BolgarCity2370	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	4517561224	2329116561	14958812	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
165	2613612	PRJEB13664	SAMEA3937654	ERX1439993	ERR1368867	ERS1124788	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	BolgarCity2370	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	4638546048	2398211590	15359424	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
166	2613611	PRJEB13664	SAMEA3937654	ERX1439992	ERR1368866	ERS1124788	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	BolgarCity2370	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	4844036814	2436590080	16039857	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
167	2613610	PRJEB13664	SAMEA3937654	ERX1439991	ERR1368865	ERS1124788	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	BolgarCity2370	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	4616741044	2349489433	15287222	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
168	2613609	PRJEB13664	SAMEA3937656	ERX1439990	ERR1368864	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		None	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	0	0	0	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
169	2613608	PRJEB13664	SAMEA3937656	ERX1439989	ERR1368863	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		None	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	0	0	0	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
170	2613607	PRJEB13664	SAMEA3937656	ERX1439988	ERR1368862	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		None	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	0	0	0	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
171	2613606	PRJEB13664	SAMEA3937656	ERX1439987	ERR1368861	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		None	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	0	0	0	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
172	2613605	PRJEB13664	SAMEA3937656	ERX1439986	ERR1368860	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	1777186648	938316955	5884724	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
173	2613604	PRJEB13664	SAMEA3937656	ERX1439985	ERR1368859	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	1831047744	969834520	6063072	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
174	2613603	PRJEB13664	SAMEA3937656	ERX1439984	ERR1368858	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	1997879490	1030993958	6615495	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
175	2613602	PRJEB13664	SAMEA3937656	ERX1439983	ERR1368857	ERS1124790	NextSeq 500 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	NextSeq 500 paired end sequencing	None	632	public	NextSeq 500	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	1822783212	952285383	6035706	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
176	2613601	PRJEB13664	SAMEA3937656	ERX1439982	ERR1368856	ERS1124790	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	10100315000	5017637673	40401260	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
177	2613600	PRJEB13664	SAMEA3937656	ERX1439981	ERR1368855	ERS1124790	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP015225	Historical Y. pestis genomes reveal the European Black Death as the source of ancient and modern plague pandemics	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	Ellwangen549_O_m	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	520597026	314540477	2577213	1	2016/06/08	2016/06/08	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA609095
178	2532946	PRJNA269675	SAMN04993042	SRX1766407	SRR3529526	SRS1439505	Shotgun RSCF 2015 Sample 43	public	1	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 43	None	385966	public	Illumina MiSeq	RSCF 2015 Sample 43 Library 01	PAIRED	unspecified	GENOMIC	WGS	ILLUMINA	473162685	285254087	1273475	1	2017/05/17	2016/05/17	SRCAMB	Alexander Bogun	Collection department	SRA425934
179	2532942	PRJNA269675	SAMN04992982	SRX1766403	SRR3529522	SRS1439502	Shotgun RSCF 2015 Sample 42	public	2	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 42	None	385965	public	Illumina MiSeq	RSCF 2015 Sample 42 Library 01	PAIRED	unspecified	GENOMIC	WGS	ILLUMINA	203042424	119413605	596963	1	2017/05/17	2016/05/17	SRCAMB	Alexander Bogun	Collection department	SRA425932
180	2532935	PRJNA269675	SAMN04992976	SRX1766396	SRR3529498	SRS1439497	Shotgun RSCF 2015 Sample 41	public	2	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 41	None	385967	public	Illumina MiSeq	RSCF 2015 Sample 41 Library 01	PAIRED	unspecified	GENOMIC	WGS	ILLUMINA	190500297	117970219	619643	1	2017/05/17	2016/05/17	SRCAMB	Alexander Bogun	Collection department	SRA425930
181	2532932	PRJNA269675	SAMN04992974	SRX1766393	SRR3529496	SRS1439496	Shotgun RSCF 2015 Sample 40	public	2	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 40	None	385966	public	Illumina MiSeq	RSCF 2015 Sample 40 Library 01	PAIRED	unspecified	GENOMIC	WGS	ILLUMINA	1201404167	706069638	3451449	1	2017/05/17	2016/05/17	SRCAMB	Alexander Bogun	Collection department	SRA425929
182	2532931	PRJNA269675	SAMN04992971	SRX1766392	SRR3529493	SRS1439494	Shotgun RSCF 2015 Sample 39	public	2	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 39	None	385966	public	Illumina MiSeq	RSCF 2015 Sample 39 Library 01	PAIRED	unspecified	GENOMIC	WGS	ILLUMINA	209723883	123083240	628397	1	2017/05/17	2016/05/17	SRCAMB	Alexander Bogun	Collection department	SRA425927
183	2521218	PRJNA269675	SAMN04992968	SRX1758816	SRR3501107	SRS1434957	Shotgun RSCF 2015 Sample 38	public	1	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 38	None	385966	public	Illumina MiSeq	RSCF 2015 Sample 38 Library 01	PAIRED	unspecified	GENOMIC	WGS	ILLUMINA	296536078	184087119	854708	1	2016/05/16	2016/05/13	SRCAMB	Alexander Bogun	Collection department	SRA425098
184	2362792	PRJNA315671	SAMN04567818	SRX1644109	SRR3241826	SRS1349935	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_22	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	21646693700	15490086472	107161850	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
185	2362791	PRJNA315671	SAMN04567817	SRX1644108	SRR3241824	SRS1349936	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_21	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	25891321518	18462164989	128174859	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
186	2362790	PRJNA315671	SAMN04567816	SRX1644107	SRR3241823	SRS1349937	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_20	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	26816533836	19091751270	132755118	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
187	2362789	PRJNA315671	SAMN04567815	SRX1644106	SRR3241822	SRS1349938	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_16	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	21721648224	15530765902	107532912	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
188	2362788	PRJNA315671	SAMN04567814	SRX1644105	SRR3241821	SRS1349939	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_15	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	27725309212	19817595099	137254006	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
189	2362781	PRJNA315671	SAMN04567813	SRX1644098	SRR3241701	SRS1349924	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_14	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	23811735154	16944013068	117879877	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
190	2362737	PRJNA315671	SAMN04567812	SRX1644054	SRR3241571	SRS1349919	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_13	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	26003924398	18501774604	128732299	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
191	2362736	PRJNA315671	SAMN04567811	SRX1644053	SRR3241570	SRS1349920	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_11	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	19811907702	14087167500	98078751	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
192	2362735	PRJNA315671	SAMN04567820	SRX1644052	SRR3241569	SRS1349917	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_24	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	24115759092	17278963631	119384946	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
193	2362734	PRJNA315671	SAMN04567819	SRX1644051	SRR3241568	SRS1349918	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_23	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	51449443228	36947757112	254700214	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
194	2362724	PRJNA315671	SAMN04567810	SRX1644041	SRR3241549	SRS1349907	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_10	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	16616941574	11877860454	82262087	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
195	2362690	PRJNA315671	SAMN04567809	SRX1644007	SRR3241517	SRS1349885	THP–1 cell infection and differential gene expression study	public	1	true		true	SRP072039	Yersinia pestis & THP-1 Transcriptome	THP–1 cell infection and differential gene expression study	None	632	public	Illumina HiSeq 2000	EHC_9	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	21062771492	15198807366	104271146	1	2017/04/14	2016/03/18	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA387733
196	2335908	PRJNA240083	SAMN03160723	SRX1632083	SRR3226062	SRS1023828	YAO_Illumina_SI	public	1	true		true	SRP062051	Yersinia pestis strain:KIM5 Genome sequencing	YAO_Illumina_SI	None	632	public	Illumina HiSeq 2000	C2L3GACXX	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	2318014410	1877682883	11532410	1	2017/10/09	2016/03/15	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA385462
197	2335822	PRJNA240082	SAMN03202985	SRX1631997	SRR3225966	SRS1338960	YAN_Illumina_SI	public	1	true		true	SRP071787	Yersinia pestis Pestoides G Genome sequencing	YAN_Illumina_SI	None	649716	public	Illumina HiSeq 2000	C2L3GACXX	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	1769734400	1495945662	8848672	1	2017/10/09	2016/03/15	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA385454
198	2335633	PRJNA240084	SAMN03256395	SRX1631909	SRR3225866	SRS1338873	YAP_Illumina_SI	public	1	true		true	SRP071785	Yersinia pestis strain:Nairobi Genome sequencing	YAP_Illumina_SI	None	632	public	Illumina HiSeq 2000	C2L3GACXX	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	6166915773	5237987746	30681173	1	2017/10/09	2016/03/15	Los Alamos National Laboratory	BioScience B11	BioScience B11	SRA385452
199	2167751	PRJEB12163	SAMEA3713715	ERX1266854	ERR1193541	ERS1020864	Illumina HiSeq 2000 sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 sequencing	None	632	public	Illumina HiSeq 2000	unspecified	SINGLE	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	113583000	39713492	1583596	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547143
200	2167750	PRJEB12163	SAMEA3713714	ERX1266853	ERR1193540	ERS1020863	Illumina HiSeq 2000 sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 sequencing	None	632	public	Illumina HiSeq 2000	unspecified	SINGLE	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	62082309	23016164	973763	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547143
201	2167749	PRJEB12163	SAMEA3713713	ERX1266852	ERR1193539	ERS1020862	Illumina HiSeq 2000 sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 sequencing	None	632	public	Illumina HiSeq 2000	unspecified	SINGLE	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	93268109	39156270	1363415	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547143
202	2167748	PRJEB12163	SAMEA3713712	ERX1266851	ERR1193538	ERS1020861	Illumina HiSeq 2000 sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 sequencing	None	632	public	Illumina HiSeq 2000	unspecified	SINGLE	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	68017300	29791682	855988	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547143
203	2167747	PRJEB12163	SAMEA3713711	ERX1266850	ERR1193537	ERS1020860	Illumina HiSeq 2000 sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 sequencing	None	632	public	Illumina HiSeq 2000	unspecified	SINGLE	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	56760996	23210570	851096	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547143
204	2167746	PRJEB12163	SAMEA3713715	ERX1266849	ERR1193536	ERS1020864	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	unspecified	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	24243664684	16721748406	120018142	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547142
205	2167745	PRJEB12163	SAMEA3713714	ERX1266848	ERR1193535	ERS1020863	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	unspecified	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	9857115604	6799368143	48797602	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547142
206	2167744	PRJEB12163	SAMEA3713713	ERX1266847	ERR1193534	ERS1020862	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	unspecified	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	3405371146	2321871173	16858273	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547142
207	2167743	PRJEB12163	SAMEA3713712	ERX1266846	ERR1193533	ERS1020861	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	unspecified	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	1995609914	1371400711	9879257	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547142
208	2167742	PRJEB12163	SAMEA3713711	ERX1266845	ERR1193532	ERS1020860	Illumina HiSeq 2000 paired end sequencing	public	1	true		true	ERP013605	Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	Illumina HiSeq 2000 paired end sequencing	None	632	public	Illumina HiSeq 2000	unspecified	PAIRED	PCR	METAGENOMIC	Targeted-Capture	ILLUMINA	2958635420	2002573309	14646710	1	2016/01/14	2016/01/14	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA547142
209	1662551	PRJNA240101	SAMN03177051	SRX1140525	SRR2153450	SRS1025892	YPW_10_454_PE	public	4	true		true	SRP062220	Yersinia pestis Angola Genome sequencing	YPW_10_454_PE	None	349746	public	454 GS FLX Titanium	HOXLLPL04	PAIRED	RANDOM	GENOMIC	WGS	LS454	191392218	484637625	443264	2	2015/08/15	2015/11/06	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA288410
210	1688504	PRJNA240105	SAMN03218157	SRX1161691	SRR2177701	SRS1042581		public	2	true		true	SRP062704	Yersinia pestis str. Pestoides B Genome sequencing	Whole Genome Sequencing of Yersinia pestis str. Pestoides B	None	748678	public	454 GS FLX Titanium	HOIMKEO04	PAIRED	RANDOM	GENOMIC	WGS	LS454	110388646	288698523	260297	1	2015/08/26	2015/11/03	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA290445
211	1688503	PRJNA240105	SAMN03218157	SRX1161690	SRR2177700	SRS1042581		public	2	true		true	SRP062704	Yersinia pestis str. Pestoides B Genome sequencing	Whole Genome Sequencing of Yersinia pestis str. Pestoides B	None	748678	public	Illumina HiSeq 2000	FC6500CAAXX	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	7998478400	5391410514	36356720	2	2015/08/26	2015/11/03	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA290445
212	1687115	PRJNA240102	SAMN03074123	SRX1160344	SRR2176138	SRS1041370	YPW_2_454_PE	public	2	true		true	SRP062665	Yersinia pestis A1122 Genome sequencing	YPW_2_454_PE	None	1035377	public	454 GS FLX Titanium	HN5H40L04	PAIRED	RANDOM	GENOMIC	WGS	LS454	109442368	278348689	245277	1	2015/08/25	2015/11/03	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA290321
213	1687114	PRJNA240102	SAMN03074123	SRX1160343	SRR2176137	SRS1041370	YPW_2_Illumina_Std	public	2	true		true	SRP062665	Yersinia pestis A1122 Genome sequencing	YPW_2_Illumina_Std	None	1035377	public	Illumina HiSeq 2000	FC6500CAAXX	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	3529240660	2325216812	16042003	1	2015/08/25	2015/11/03	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA290321
214	1676365	PRJNA235224	SAMN03160774	SRX1151848	SRR2148796	SRS1025015	YAS_Illumina_LMP	public	3	true		true	SRP062147	Yersinia pestis CO92 Genome sequencing	YAS_Illumina_LMP	None	214092	public	Illumina HiSeq 2000	HVP6C7K02	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	35660957	27392170	294882	1	2015/11/11	2015/11/03	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA282492
215	1662550	PRJNA240101	SAMN03177051	SRX1140524	SRR2153449	SRS1025892	YPW_10_Illumina_STD	public	3	true		true	SRP062220	Yersinia pestis Angola Genome sequencing	YPW_10_Illumina_STD	None	349746	public	Illumina HiSeq 2000	FC6500CAAXX	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	7304431640	4832549128	33201962	2	2015/08/15	2015/11/03	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA288410
